review,rate
cheap vulgar dialogue plot crawl along snail pace,0
if appreciate one sided theme lawrence over indulgent tirade knock out enjoy big screen postcard self glorify martin lawrence lovefest if willing do so crazy,0
direct without expect flair imagination hong kong master john woo windtalker air just about every cliche war movie compendium across indulgent two hour fifteen minute length,0
very tasteful rock roll movie could put on coffee table anywhere,0
movie load with good intention but zeal squeeze action emotion into too familiar dramatic arc of holocaust escape story minac drain movie of individuality,0
infuriating film just when think make sense of something happen tell no sense,0
entire movie so formulaic forgettable hardly over begin fade memory,0
setting turn out more interesting of character drama which never reach satisfy conclusion,0
entertainment destination general public kung pow set new benchmark lameness,0
misty eyed southern nostalgia piece tread line sappy sanguine wind up mired tear drench quicksand,0
pure over top trash john water movie have beat country mile,0
wendigo want monster movie art house crowd but fall into trap of pretention almost every time,0
bigelow offer some flashy twist turn occasionally fortify turgid fable but most part weight of water come off two way time switch myopic mystery stall lackluster gear of emotional blandness,0
film big problem no laughs,0
less compelling documentary of yiddish theater clan,0
chuck norris grenade gag occur about time windtalker good indication of how serious minded film,0
viewer ask so often suspend belief not holm performance film would total washout,0
not exactly worth buck expend full price date but when come out on video well worth rental,0
can not begin tell how tedious how resolutely unamusing how thoroughly unrewarding of what reckless squandering of four fine acting talent,0
everybody love david goliath story one tell almost entirely david point of view,0
throw smoochy train,0
eventually will have showdown but sense mushy pea do not care who fire win shot,0
irwin director never come up with adequate reason why should pay money what can get on television free,0
light engage comedy fumble away almost of accumulate enjoyment with crucial third act miscalculation,0
cedar somewhat defuse provocative theme submerge hoary love triangle,0
paraphrase line another dicken novel nicholas nickleby too much like fragment of underdone potato,0
actress may have work up back story woman portray so convincingly but viewer do not get enough of background character involve individual rather type,0
result however well intentione ironically just sort of disposable kitchen sink homage illustrate why whole so often less sum of part today hollywood,0
extremely unpleasant film,0
movie just friday fan critic damn if already like sort of thing sort of thing over again,0
sincere but dramatically conflicted gay come of age tale,0
wait hit cable,0
ultimately feel like just one more long line of film year about business of make movie,0
high minded snoozer,0
nothing but one relentlessly depressing situation after another entire running time something could easily deal with right now life,0
minute of pokemon may not last just seem like do only wish celebi could take back time see movie could just skip,0
one not so small problem with expect entire exercise have no real point,0
movie observe rather one enter into,0
least moore real charmer,0
john carlen script full of unhappy two dimensional character who anything but compelling,0
labute can not avoid fatal mistake modern era change male academic low class brit american choice upset novel exquisite balance shred fabric of film,0
notion of delete emotion people even advanced prozac nation so insanely dysfunctional rampantly design equilibrium become concept doofus,0
stale first act scrooge story blatant product placement some very good comedic song strong finish dumb fart joke,0
unsurprisingly way work out make woman look more like stereotypical caretaker moral teacher instead of serious athlete,0
film lose sight of own story,0
adam sandler eight crazy night grow on like rash,0
big screen scooby make silly original cartoon seem smart well craft comparison,0
few of increasingly far fetch event first time writer director neil burger follow up with terribly convincing which pity consider barry terrific performance,0
get well after foster leave little room,0
movie padded allen jelly belly,0
resident evil not product of cinematic predecessor so much mtv sugar hysteria playstation cocktail,0
rather average action film benefit several funny moment supply epps,0
unspeakably unbearably dull feature ream of flatly deliver dialogue heroine who come across shallow dim witted,0
resemble soft porn brian palma pastiche,0
bluto blutarsky miss,0
innocuous enough make even jean claude van damme look good,0
glorify sitcom long unfunny one,0
woody allen can write deliver one liner well anybody but have lot of problem with movie,0
execrable,0
devoid of of quality make first film so special,0
movie long city sea swing one approach other but end stay formula which waste of niro mcdormand other good actor cast,0
plotless collection of moronic stunt far bad movie of year,0
however sincere may rise place never quite justify own existence,0
parker update setting attempt make film relevant today without fully understand what make story relevant first place,0
sort of century morality play with latino hip hop beat but second half of movie really downhill,0
paxton uneven directorial debut fail unlock full potential of what many way fresh dramatically substantial spin on genre,0
script become lifeless fall apart like cheap lawn chair,0
script fall back on too many try true shenanigan hardly distinguish next teen comedy,0
film start promisingly but ending too predictable far too cliched really work,0
let issue moratorium effective immediately on treacly film about inspirational prep school professor child so heartwarmingly motivate,0
element of condescension filmmaker look down on work class subject lofty perch finally make sex with stranger which open today new york metropolitan area so distasteful,0
alternately frustrating rewarding,0
impossible even categorize smutty guilty pleasure,0
despite suffer sense of humour failure man who write rocky do not deserve down with ship leaky,0
swinge film make seem not hobby attract young fit intelligent,0
most memorable moment when green throw medical equipment window not because particularly funny but because have serious urge grab old lady end of aisle walker toss screen frustration,0
see clockstopper if have nothing well do with minute but warn too may feel time have decide stand still battery on watch have die,0
suffer over familiarity since hit hungry british filmmaker have strip mine monty formula mercilessly since,0
enough throwaway reference faith rainbow plant smile button face on segment of populace make walk remember niche hit,0
yes have give movie rating of zero but fan of show should not consider diss consider perfection,0
cumulative effect of movie repulsive depressing,0
child adult enamored of thing pokemon will not disappoint,0
do not even care no plot antonio banderas lucy liu faceoff still terrible,0
child of century though well dress well make ultimately fall prey contradiction afflict so many movie about writer,0
not so much movie joint promotion national basketball association teenaged rap adolescent poster boy lil bow wow,0
peralta mythmaking could have use some inform adult hindsight,0
amazingly dopey,0
close solid espionage thriller with misfortune of release few decade too late,0
cloak familiar anti feminist equation career kid misery tiresome romantic comedy dud,0
good girl film which talent undeniable but result underwhelming,0
just collection of whatever fill time with no unified whole,0
animation game phenomenon peak about three year ago actually die slow death if poor quality of pokemon ever indication,0
only about sexy dangerous actress role remind every turn of elizabeth berkley flop dolphin gasm,0
kid who into thornberry stuff will probably wedgie heaven anyone else who may whatever reason think about see movie hereby give fair warning,0
soderbergh direction visual style strike unusually unimpressively fussy pretentious,0
do say lover when wake up morning,0
make feel weird think about bad thing world like puppy with broken leg butterfly die movie star pop queen,0
director tom dey demonstrate knack mix action idiosyncratic humor charming debut shanghai noon but showtime uninspired send up of cop show cliche mostly leave shoot blank,0
banal predictable,0
yes right forrest gump angel of death,0
wildly erratic drama with sequence make wince embarrassment other thank actor quite touching,0
while easy sit through most of jaglom self conscious gratingly irritating film still taint cliche painful improbability murky point,0
about enjoyable would imagine search quarter giant pile of elephant fece positively dreadful,0
generic international version of typical american horror film,0
while certainly clever spot too long spoofy update of shakespeare macbeth do not sustain high enough level of invention,0
crikey indeed,0
lucas have fact come close anyone could desire cheap graceless hackneyed sci serial of,0
lot of good material but also lot of redundancy unsuccessful crudeness accompany,0
absurdity clichés accumulate like lint fat man navel,0
if think riot see rob schneider young woman clothe will enjoy hot chick,0
sheer dumbness of plot other one good idea movie inescapable air of sleaziness get down,0
strangely come off kingdom more mild wild,0
next big thing not so big not so hot directorial debut,0
yet another iteration of what become one of movie creepy convention which developmentally disabled portray with almost supernatural power humble teach ultimately redeem mentally superior friend family,0
bond inspire certainly likely have decade of life classic movie franchise let hope not,0
flat run hip hop tootsie so poorly pace could fit of pootie tang punchline,0
davis have energy but do not bother make heroine book sound convincing gender war idea original comic scene fly,0
surprisingly consider baird former film editor movie rather choppy,0
none of very original not particularly funny,0
bland murder on campus yawner,0
humorless journey into philosophical void,0
two generate about much chemistry iraqi factory poise receive inspector,0
responsável direto pelo fracasso artístico doce lar roteirista jay cox não consegue sequer aproveitar pouquíssimos momentos que escapa mediocridade,0
just lousy tarantino imitation have subside come first lousy guy ritchie imitation,0
passable romantic comedy need of another couple of pass through word processor,0
movie attempt mine laugh genre gangster crime comedy wear out welcome with audience several year ago cutesy reliance on movie specific cliche not exactly endearing,0
show holmes have screen presence become major league lead lady but movie underachiever psychological mystery take sweet time building climax scarcely surprise time arrive,0
book on tape market film of kid stay picture would abridged edition,0
ultimately movie too heady child too preachy adult,0
just little too self satisfied,0
clever but not especially compelling,0
mckay seem embarrassed own invention try rush through intermediary passage apparently hope audience will not notice glare triteness of plot device have put service,0
piece of mildly entertaining inoffensive fluff drift aimlessly minute lodge crack of ever grow category unembarrassing but unmemorable,0
labute more fun when character torture other psychologically talk about genital public,0
movie weigh no more glass of flat champagne,0
brisk hack job,0
problem with antwone fisher have screenplay write antwone fisher base on book antwone fisher,0
alarm duvall throbbing sincerity elderly propensity pat people while talk,0
maudlin way story unfold suggest director fight against urge sensationalize material,0
what little grace rifkin tale of precarious skid row dignity achieve push into margin predictable plotting tiresome histrionic,0
try work same vein brilliance of animal house but instead come close failure of third revenge of nerd sequel,0
unfortunately kapur modernize mason story suit sensibility of young american decision pluck four feather bare,0
what banal bore preachy circuit turn out,0
falsehood pile up undermine movie reality stifle creator comic voice,0
mechanical action comedy whose seeming purpose market charismatic jackie chan even young audience,0
one of most incoherent feature recent memory,0
low rent frame one,0
eight legged freak no big hairy deal,0
issue present such lousy way complete with some of year unintentionally funny moment impossible care,0
laggard drama wend way uninspired philosophical epiphany,0
respective charm of sandra bullock hugh grant have wear threadbare,0
movie suck,0
none of so call satire have sting if woody afraid of bite hand have finally some extent warm up,0
bibbidy bobbidi bland,0
few nonbeliever may rethink attitude when see joy character take creed but skeptic not likely enter theater,0
bad such bizarre way almost worth see if only witness crazy confluence of purpose taste,0
more repetition creativity throughout movie,0
hugh grant act so consume sometimes difficult tell who other actor movie,0
although sequel have outward element of original first film lovely flakiness replace force funniness find dull kiddie flick,0
have have more interesting dare say thematically complex bowel movement long on shelf point shoot exercise gimmicky crime drama,0
what get caddyshack cross with loyal order of raccoon,0
joke flat action look fake,0
when movie ask feel sorry mick jagger sex life already have one strike against,0
now two sign night shyamalan debut feature suck up have give mystic genre of cinema unbreakable sign,0
hokey art house pretension,0
weak ineffective ghost story without conclusion pay off,0
gussie up with so many distract special effect visual party trick not clear whether suppose shriek laugh,0
plod poorly write murky weakly act picture feel if everyone make lose movie mojo,0
fudged opportunity of gigantic proportion lunar mission with no sign of life,0
baffling subplot involve smuggling drug inside danish cow fall flat if alter bard ending would well have good alternative,0
soderbergh seem capable only of deliver artfully light earnest inquiry lack kind of genuine depth would make redeemable,0
only thing distinguish randall wallace film other fact nothing distinguish randall wallace film,0
silly stuff mix up together like term paper kid who can not quite distinguish one sci work another,0
so much plod sensitivity,0
town have kind of authentic feel but one of people stand out everybody else background just seem manufacture artificial,0
too sappy own good,0
circuit queen will not learn thing will too busy curse film strategically place white sheet,0
actress madonna one helluva singer mediterranean sparkle sweep away sink,0
every so often film come along so insanely stupid so awful so many way watch leave giddy half past dead just such achievement,0
expand minute theatrical release still feel somewhat unfinished,0
look play like million version of game more likely enjoy on computer,0
javier bardem one of few reason watch film which director gerardo vera have drench swoony music fever pitch melodrama,0
feel shrill simple soapy,0
adult other parent will hard press succumb call of wild,0
brady achieve remarkable feat of squander topnotch foursome of actor shove into every clichéd white trash situation imaginable,0
name of allegedly inspiring easily marketable flick emperor club turn blind eye very history pretend teach,0
no amount of blood disintegrate vampire cadaver can obscure movie lack of idea,0
direct void release head nowhere,0
typical animé with cheapo animation like saturday morning complex sword sorcery plot character who have big round eye japanese name,0
below well below expectation,0
no point widowmaker do viewer feel envelop story though mean universal theme of loyalty courage dedication common goal never seem leave lot,0
standard gun versus martial art cliche with little new added,0
empire can not make up mind whether want gangster flick art film do not work either,0
give fact virtually no one bind show up theatre project should have make tube,0
possession end honorable interesting failure fall far short of poetry but not bad prose,0
jonathan parker bartleby should have end of modern office anomie film,0
may have good film trouble every day but not what on screen,0
unfortunately carvey rubber face routine no match insipid script have craft with harris goldberg,0
view comedy romance fairy tale drama nothing remotely triumphant about motion picture,0
something unintentionally comic film drumbeat about authenticity give stale plot pornographic way film revel swank apartment clothe party,0
master of disguise funny not funny dead circus performer funny wrong reason besides,0
zippy minute of mediocre special effect hoary dialogue flux accent bad of silly look morlock,0
minute sample of puerile rubbish listless witless devoid of anything resemble humor,0
leave feeling like have endure long workout without pulse ever race,0
waterlogged script plumb uncharted depth of stupidity incoherence sub sophomoric sexual banter,0
with mcconaughey entirely irony free zone bale reduce mainly bat sensitive eyelid not enough intelligence wit innovation on screen attract sustain old crowd,0
type of stunt academy love powerful political message stuff into otherwise mediocre film,0
theory middle aged romance pair clayburgh tambor sound promising but practice something else altogether clownish offensive nothing like real life,0
so mind numbingly awful hope britney will not do one more time far movie concern,0
image usually abbreviate favor of mushy obviousness telegraphed pathos particularly where whitaker misfit artist concern,0
if welle unhappy prospect of human race splitting two probably would not too crazy with great grandson movie split up pretty much same way,0
set animation back year musical back year judaism back least,0
weirdly broomfield have compelling new material but do not unveil until end after endless scene of wheedle reluctant witness point camera through smeared windshield of rental car,0
might well enjoy daytime soaper,0
eventually arrive heart simple self reflection meditation,0
showcase scenic splendor of mountain legendary actor michel serrault film less successful on other level,0
boy boy howler,0
few piece of film buzz whir very little of actually click thing just never get off ground,0
contain very few laugh even less surprise,0
actor must indeed good recite some of laughable dialogue with straight face,0
most of storyline feel like time filler surf shot movie not horrible but can see mediocre crest on next wave,0
however stale material lawrence delivery remain perfect great gift can actually trick into think some of wear out pander palaver actually funny,0
nothing remotely topical sexy,0
tuxedo not just bad friend david cross would call hungry man portion of bad,0
blue crush so prolonged bore not even close barn burningly bad movie promise would,0
sequel play out like flimsy excuse give blade fan another look wesley snipes iconic hero do battle with dozen of bad guy once,0
while van wilder may not bad national lampoon film far generation animal house,0
so devoid of pleasure sensuality can not even dub hedonistic,0
reek of rot hack work start finish,0
exhaust family drama about porcelain empire just hard flick subject matter,0
woody allen have really find groove day problem one allow churn out one mediocre movie after another,0
bland outweigh nifty cletis tout never become clever crime comedy think,0
such mechanical endeavor never bother question why somebody might devote time see,0
art direction often exquisite anthropomorphic animal character beautifully realize through clever makeup design leave one hope eventual dvd release will offer subtitle original italian language soundtrack,0
if predictability of bland comfort food appeal film pleasant enough dish,0
ultimately history of academy people may wonder what jazz about chicago zellweger whiny pouty lipped poof face spindly attempt play ingenue make nomination good actress even more of,0
seriously bad film with seriously warped logic writer director kurt wimmer screenplay level,0
pleasant engage enough sit but try have good of world end up fall short whole,0
plot animation offer daytime serviceability but little more,0
tired unimaginative derivative variation of already shallow genre,0
human nature short not nearly funny think neither smart,0
film with great premise but only great premise,0
instead of build laugh riot leave with handful of disparate funny moment of no real consequence,0
kirshner monroe seem contest see who can out bad act other kirshner win but close,0
lame romantic comedy about unsympathetic character someone who would not likely so stupid get involve with,0
what start out taut contest of will bacon theron deteriorate into protracted borderline silly chase sequence,0
sam self flagellation more depressing entertaining,0
ugly pointless stupid movie,0
simply put should have more compelling excuse pair susan sarandon goldie hawn,0
master of disguise represent adam sandler late attempt dumb down universe,0
ungainly movie ill fitting with elbow stick out where knee should,0
too silly take seriously,0
obvious,0
inevitable triple crosse arise but only drama wait hear how john malkovich reedy consigliere will pronounce next line,0
everything serious poetic earnest sadly dull,0
like no hate no love hell dunno,0
mess of movie nothing short of travesty of transvestite comedy,0
clot with heavy handed symbolism dime store psychology endless scenic shot make minute seem twice long,0
fifty car pileup of cliche,0
stale overused cocktail use same olive since garnish not only entry number twenty bad of brosnan bunch one of bad of entire franchise,0
what ultimately make windtalker disappointment superficial way deal with story,0
actor showcase hart war have much recommend even if top bill willis not most impressive player story of dramatic enlightenment screenplay billy ray terry george leave something desire,0
non britney person might survive screening with little harm do except maybe last minute which maudlin after school special can imagine,0
not hateful simply stupid irrelevant deeply truly bottomlessly cynical,0
possibly not since grumpy old man have hear film so solidly connect with one demographic while strike out with another,0
drama so uninspiring even story immerse love lust sin could not keep attention,0
rather tired exercise nostalgia,0
misery of people become just another voyeuristic spectacle consume forget,0
some body often look like episode of show blind date only less technically proficient without pop up comment,0
bad company have one of most moronic screenplay of year full of hole will obvious even who not look,0
predecessor mummy mummy return stand intellectual masterpiece next scorpion king,0
markedly inactive film city conversational border on confessional,0
while kid will probably eat whole thing up most adult will way ahead of plot,0
one sidedness flirt with propaganda,0
despite impressive roster of star direction kathryn bigelow weight of water oppressively heavy,0
have like klein other work but rollerball leave cold,0
afraid show movie reviewer opening afraid of bad review think would earn right,0
would churlish begrudge anyone receive whatever consolation can find dragonfly yet impossible find film anything but appalling shamelessly manipulative contrived totally lack conviction,0
offer no new insight on matter nor do character exactly spring life,0
nohe have make decent intro documentary but feel like spectator not participant,0
apparently design reverie about memory regret but only thing will regret remember experience of sit through,0
minute travesty of unparalleled proportion writer director parker seem out of way turn legendary wit classic mistaken identity farce into brutally labored unfunny hokum,0
guy get girl guy lose girl audience fall asleep,0
too ordinary restore harmon prominence despite some creepy scene evoke childish night terror praiseworthy attempt generate suspense rather gross out audience,0
stir potentially entice ingredient into uneasy blend of ghost close encounter of third kind,0
weird thing about santa clause purportedly child movie nothing engage child emotionally,0
pretentious way verge on amateurish,0
contain humor characterization poignancy intelligence of bad sitcom,0
do not matter film less minute still feel like prison stretch,0
partly schmaltzy number romantic comedy partly shallow rumination on emptiness of success entirely soulless,0
ong choose present life slight weightless fairy tale whose most unpleasant detail seem melt away face of character blank faced optimism,0
overall feel not unlike watch glorify episode of heaven,0
just kiss just waste,0
not even movie can enjoy mild escapism one which fear frustration provoke intolerable level,0
frankly kind of insulting man woman not funny which just generally insulting,0
if drop dead gorgeous not enough equally derisive clunker fixate on spectacle of small town competition,0
wretched movie reduce second world war one man quest find old flame,0
remake number link halfwit plot series of standup routine which wilson murphy show how funny could have more ambitious movie,0
well mid range steven seagal but not sharp jet on rollerblade,0
no dia que aceitou dirigir esta continuação harold ramis deve ter saído cama com esquerdo aqueles que decidiram assistir este filme também,0
reason why halftime only fifteen minute long,0
talk heavy film play like one of robert altman less work,0
happily glib vicious character,0
one of film start with great premise just fall apart,0
pretentious mess,0
no well bad truth consequence other interchangeable actioner with imbecilic mafia toolbag botch routine assignment western backwater,0
sour attempt make farrelly brother style down dirty laugher female set,0
macdowell venture beyond ability several time reveal how bad actress,0
can imagine movie british comedy circa with peter seller kenneth williams but time with cast movie hopeless,0
talky artificial opaque interesting technical exercise but tedious picture,0
kury never show why of period volatile romantic life sand musset worth particular attention,0
almost nothing else raunchy graphic may presentation one sided outwardly sexist mean spirited sense liability,0
easy love robin tunney pretty can act but get hard hard understand choice,0
if have get house full of tot do not worry will on video long grow up can wait till,0
new film of anton chekhov cherry orchard put ick classic,0
have uppity musical beat can dance but energy can not compare wit humor snappy dialogue of original if want music will buy soundtrack if want real movie will buy criterion dvd,0
unremarkable modern action comedy buddy movie whose only nod nostalgia title,0
have right element but completely fail gel together,0
writer director stephen gaghan have make near fatal mistake of what english call too clever half,0
seagal run out of movie year ago just proof,0
movie so contrived nonsensical formulaic come think of day old shelf would more appropriate location store,0
awkwardly garish showcase diverge anything remotely probe penetrate,0
name say jackass vulgar cheap look version of candid camera stage marquis sade set,0
child christian otherwise deserve hear full story of jonah despair agonizing glory even if spend year try comprehend,0
pleasant but not more recycle jock piffle,0
kind of movie see because theater have air conditioning,0
with zoe clarke williams lackluster thriller new good friend who need enemy just another generic drama have nothing other exploitive array of obligatory cheap thrill,0
hip hop prison thriller of stupefying absurdity,0
uneven mix of dark satire childhood awakening,0
aside show explicit detail how difficult win over two drink minimum crowd little learn watch comedian,0
perfectly acceptable perfectly bland competently act but no mean scary horror movie,0
film would have more enjoyable have balance shift favor of water bind action over land base drama but emphasis on latter leave blue crush waterlogge,0
problem needlessly poor quality of archival print film footage image lack contrast murky frequently too dark decipherable,0
like soft drink sit open too long too much syrup not enough fizz,0
movie drag on think hear mysterious voice feel powerfully draw toward light light of exit sign have return beyond warn movie minute long life too short,0
some fairly unsettling scene but never succeed really rattle viewer,0
emperor club one of film possess good intention world but,0
end weight of water come resemble kind of soft core twaddle would expect see on showtime red shoe diary,0
straight ahead thriller never rise above superficiality,0
glizty but formulaic silly cagney top of world have replace bottom of barrel,0
enactment however fascinating may history too crude serve work especially well,0
eisenstein lack considerable brio film about one of cinema directorial giant,0
anyone else out get tired of whole slo double pistoled ballistic pyrotechnic hong kong action aesthetic,0
once again director chris columbus take hat hand approach rowling stifle creativity allow film drag on nearly three hour,0
serve sara little more mall movie design kill time,0
too smart ignore but little too smugly superior like could movie end up slap target audience face shoot foot,0
well make but emotionally scatter film whose hero give heart only dog,0
most repugnant adaptation of classic text since roland joffé demi moore scarlet letter,0
isolated moment of creative insanity finally lose thin soup of can humor,0
movie never seem fresh vital never play dramatic even when dramatic thing happen people labour storytelling,0
adventure of pluto nash whole lot of nada,0
really good premise fritter away middle of road blandness,0
lawrence should stick day job well actor standup comedian,0
despite fact film not bad think still not good movie,0
well make indieflick need of some trim more chemistry star,0
never think would say but would much rather watch teen poke genital into fruit pie,0
film neither bitter nor sweet neither romantic nor comedic neither warm nor fuzzy,0
tiresomely derivative hammily act,0
never truly come care about main character whether not will wind up together michele spiritual quest neither amusing nor dramatic enough sustain interest,0
plot grow thin soon find pray quick resolution,0
too bad maggio could not come up with well script,0
much of cast stiff just plain bad,0
rice too pedestrian filmmaker bring edge personality rise place would set apart other deep south story,0
good cletis tout might inspire trip video store search of well movie experience,0
witless pointless tasteless idiotic,0
not really thriller so much movie teen laugh groan hiss,0
plain pedestrian,0
improvement on feeble example of big screen poke mania have precede,0
know not suppose take seriously but can not shake thought undercover brother miss opportunity strongly present some profound social commentary,0
stomach heaven depend largely on appetite canned corn,0
picture erratic central character,0
whatever satire lucky break aim certainly get lose soon forgettable section of quirky rip off prison romp pile petty thievery like put flimsy flick like behind bar,0
package which fascinating timely content come wrap disappointingly generic,0
guy say mean thing shoot lot of bullet some of character die other do not film pretend living have learn some sort of lesson really nobody view audience care,0
wildly incompetent but brilliantly name half past dead seagal pessimist totally past prime,0
just another combination of bad animation mindless violence lack slight bit of wit charm,0
movie narrative gymnastic can not disguise fact inauthentic core story just not worth tell,0
much like easily dismissive take on upscale lifestyle not much,0
film ultimately offer nothing more people urban jungle need other people survive,0
shoot out fistfight car chase movie phlegmatic bore so tedious make silly spy spy film sum of fear star ben affleck seem downright hitchcockian,0
mild mannered farce direct one of writer john walsh corny way bespeak expiration date pass long time ago,0
rather thinly conceive movie,0
bit too eager please,0
would hard put find movie character more unattractive odorous leon,0
kapur contradictory feeling about material result movie work against,0
road pave with good intention lead video store,0
animated drivel mean enhance self image of drool idiot,0
so so entertainment,0
one scene after another supposedly funny movie fall floor with sickening thud,0
château never quite able overcome cultural moat surround ludicrous contrived plot,0
meyje focus too much on max when should fill screen with torture dull artist monster making,0
jacobi most fluent of actor give relatively dry material nijinsky writing perform visual even erotically frank one become dullingly repetitive,0
crudup screen presence one thing hold interest midst of mushy existential exploration of why man leave family,0
one surefire way get nomination well foreign film oscar make movie about whimsical folk who learn nonchallenging life affirm lesson while walk around foreign city with stunning architecture,0
despite terrific special effect funny gag harry potter chamber of secret find way make rowling marvelous series into deadly bore,0
incredibly narrow joke target tiny segment of already obscure demographic,0
only thing laugh people who pay see,0
of element place great film noir but director george hickenlooper approach material too upbeat,0
hackneyed story about affluent damsel distress who decide fight bully of husband simply too overdone,0
phone ring voice tell have get seven day leave live get another phone call warn if video not back blockbuster midnight face frightening late fee not really,0
possibly most irresponsible picture ever release major film studio,0
film overall mood focus interesting but constantly unfulfilling,0
cheap ludicrous attempt serious horror,0
of who not eighth grade girl will most likely doze off one,0
punitively affirmational parable,0
befuddled characterization begin seem long two year affair which subject,0
begin end overheated melodrama play like student film,0
movie would seem less of trifle if sugarman follow through on defiance of saccharine,0
just not very smart,0
like excruciating end of day collateral damage present schwarzenegger tragic figure but sympathy really belong with viewer force watch try out so many complicated facial expression,0
imagine if possible pasolini film without passion politic almodovar movie without beauty humor have some idea of glum numb experience of watch fantasma,0
try daring original come off only occasionally satirical never fresh,0
punitive minute of eardrum dicing gunplay screech metal smashup flaccid odd couple sniping,0
sadly though many of actor throw off spark two when first appear can not generate enough heat cold vacuum of comedy start reaction,0
never capitalize on concept opt breezy amateurish feel of after school special on subject of tolerance,0
after while hoffman quirk mannerism particularly penchant tear up on cue thing seem so real small dose become annoying artificial,0
wretchedly unfunny wannabe comedy inane awful no doubt bad movie have see summer,0
drab uninteresting squander chan uniqueness could even say squander jennifer love hewitt,0
movie keep come back achingly unfunny phonce several silly subplot,0
tale have tell retell race racket change but song remain same,0
surprisingly flat retread hobble half bake setup sluggish pacing,0
forget psychology study of romantic obsession just watch procession of costume castle will not seem like such bore,0
film should relegate dark video store corner somehow make way instead theater hard imagine acting could flat,0
new way of describe badness need invent describe exactly how bad,0
lot of effort intelligence on display but execution awkward static lifeless rumbling,0
when cower beg foot scruffy giannini madonna give good performance since abel ferrara have beat pulp dangerous game,0
suspect more interesting way of deal with subject,0
decent but dull,0
film about something very interesting odd would probably work well real documentary without insinuation of mediocre acting fairly trite narrative,0
unintentional parody of every teen movie make last five year,0
only young child if parent would do well cram earplug ear put pillowcase over head minute,0
violence movie remarkably dull with only caine make much of impression,0
no matter how firmly director john stainton have tongue cheek fact remain wacky concept do not movie make,0
sub formulaic slap face seasonal cheer,0
action reasonably well do yet story character comedy bit too ragged ever fit smoothly together,0
several uninteresting unlikeable people do bad thing with other unfaithful why anyone who not character movie should care beyond,0
thin period piece,0
hill look through motion begin with pale script,0
howard conjure past via surrealist flourish so overwrought would swear just step out of buñuel retrospective,0
good thing can say of picture do have few cute moment,0
not bad premise just bad movie,0
already thin story boil down survive invader seek existent anti virus if only one kind of movie,0
time surprise ending reveal interest can not revive,0
heedless impetuousness of youth on full irritate display meandering pointless french coming of age import writer director anne sophie birot,0
peculiar misfire even tunney can not save,0
watch queen of damned like read research paper with special effect toss,0
can not remember last time see bad stunt editing cheap action movie production value extreme,0
too much of nemesis have tired talky feel,0
feel trap with no obvious escape entire minute,0
when hundert tell narration story without surprise nod agreement,0
leave wonder less about idea more about characterization of hitler contrived nature of provocative conclusion,0
rare combination of bad writing bad direction bad acting trifecta of badness,0
scene wreak of routine film never manage generate single threat of suspense,0
soulless jumble of ineptly assemble cliche pabulum play like minute commercial nba property,0
borstal boy represent bad kind of filmmaking kind pretend passionate truthful but really frustratingly timid soggy,0
film lack of personality permeate aspect movie esque affected child act dull irish pub scene ever film,0
work on whodunit level large theme get lose murk of own making,0
crush could bad film man have make about woman since valley of doll,0
have same sledgehammer appeal pokemon video but breathe more on big screen induce headache more slowly,0
feel like work of someone who may indeed have finally age past prime perhaps more realize just want like people who can still give work,0
trailer park magnolia too long too cutesy too sure of own importance possess of peculiar tension of too dense about nothing,0
stuporously solemn film,0
viewer of barney crushingly self indulgent spectacle will see nothing match ordeal of sit through,0
stupidity wind up stick one mind lot more cool bit,0
sayle once again strand superb performer same old story,0
piano teacher like title character repellantly out of control,0
have admit walk out of runteldat do back check out last minute but more repulsive first minute,0
filmmaker lack nerve fully exploit script potential sick humor,0
film not preachy but feminism book,0
same tired old gag modernize extreme sport generation already too many of film,0
several of steven soderbergh early film hail work of artist sadly full frontal play like work of dilettante,0
clockstopper one of crazy mixed up film do not know what want when grow up,0
although bright well act thought provoking tuck everlasting suffer laconic pace lack of traditional action,0
war of rose trailer trash style entertaining but like shoot fish barrel,0
supposedly pokemon can not kill but pokemon practically assure pocket monster movie franchise nearly ready keel over,0
white have not develop character so much caricature one dimensional buffoon get few laugh but nothing else,0
when resurrect dead man hard copy should come knock no,0
cattaneo should have follow runaway success of first film full monty with something different,0
film feel formulaic plot pace typical hollywood war movie stuff while performance elicit more of sense of deja awe,0
overproduced piece of dreck shockingly bad absolutely unnecessary hmmm might suggest wayward wooden one end stuff into electric pencil sharpener,0
maker of mothman prophecy succeed produce most frightening of movie mediocre horror film too bad good too good bad,0
deed not really film much loose collection of not so funny gag scatter moment of lazy humor,0
how one escape lifetime network will never know,0
could not someone take rob schneider have switch body with funny person,0
one of day hollywood will come up with original idea teen movie but until always rehash feed young generation,0
brilliant touch dragon lose fire midway nearly flicker out perfunctory conclusion,0
have admit baffle jason,0
mean spirited film make someone who surely read catcher rye but clearly suffer dyslexia,0
instead of witty expose on banality hypocrisy of too much kid vid get ugly mean spirited lashing out adult who apparently force kid watch too many barney video,0
film live far too much own head,0
umpteenth summer skinny dip jerry bruckheimer putrid pond of retread action twaddle,0
national lampoon van wild may aim next animal house but more closely resemble year version of tomcat,0
film thrust inchoate but already eldritch christian right propaganda machine into national medium circle,0
dogtown hollow self indulgent bad of boring,0
