prediction_ts,age,gender,context,text,label
1650736738.98305,72,male,movies,"Interesting? Hardly. The 'scientific evidence' the movie provides for its point (which is basicly that Jews are a cancer) is so stupid and lame, it's almost laughable (if we didn't know what happened in that era).<br /><br />Important? Nah. I can't imagine Germans (even at that horrid time) would like or believe this movie. Compare it to Riefenstahl's Triumf des Willens. Now that was I movie I was impressed with. This is just silly garbage.<br /><br />'Best' part is a scene from M (one of my all-time favorites) where (the jew, as the announcer so eloquently keeps reminding us) Lorre plays a child-molester and murderer. In the eyes of these film-makers, only a depraved mind can do so. Uh-huh. Didn't know M was Hitler's favorite movie, right?<br /><br />No, it's just plain STUPID. Even for it's nazi-propaganda genre. 2/10.",negative
1650737227.118644,38,male,movies,"In this swimming pool, this pond, there are water lilies and there are frogs. Frogs sit on water lilies. The frog and water lily have a parasitic relationship. Marie(Pauline Acquart) is a water lily, a synchronized swimming groupie with a crush on Floraine(Adele Haenel), a frog, the captain of her team. Floraine's teammates shun their leader because the preternaturally curvy and well-proportioned blonde conveys a loose persona that betrays the syncrhronized swimmer's mindset of conformity and discipline. But Floraine has a secret; the bombshell has a bombshell, which Naissance des pieuvres reveals to the audience, visually, before she confides in Marie.<br /><br />Floraine has never gone, as they say, all the way, with a boy.<br /><br />At a party, we see a double-image of the burgeoning sex bomb checking her make-up in a bathroom mirror. Lolita is a fata morgana. Marie gets to know Floraine's double while her imitation breaks the water lily's heart. While the frog goes through the motions of catching flies for appearance's sake, she gets chummy with the water lily when no one's looking. In the film's most startling scene, the water lily agrees to give the frog a hand in losing her virginity through the mechanical act of oral stimulation. Floraine wants boys to like her, but she doesn't like boys, seemingly, but it's more important to the frog that she's popular. When the water lily finally kisses the frog, the frog remains a frog. The frog can't transform into a water lily, or a princess, because the water lily lost the frog's respect. After their lips unlock, Floraine tells Marie, See, it's easy, which is the frog's way of equating their kiss with the orgasm that her friend gave her as nothing more than a rite-of-passage without any strings attached. Floraine's beauty is a burden. She carries the weight of meeting boy's expectations. Florence uses Marie to have one final fling before her fata morgana subjugates its imitation into the closet.<br /><br />The other water lily, the other frog, Marie's best friend Anne(Louise Blachere) and Floraine's frustrated boy-toy Francois(Warren Jacobs), just like any water lily and frog, have a parasitic relationship, too. While Floraine uses Marie for love, Francois uses Anne for sex. But that's life; that's the treachery of growing up, in which even a friend will turn on a good friend if the opportunity to move up the food chain presents itself. At a McDonalds, the water lily chastises the other water lily after bathing extensively in the frog's afterglow. Physical beauty is a currency. Marie gets to call the shots because Anne, although far from being ugly, is overweight and has an unflattering hairdo. Anne tries to fight back by using her breasts as ample retaliation(the magnifying glass from her Happy Meal incidentally comments on Marie's flat chest), but the tadpole(Marie thinks she's better than Anne, better than a water lily) points out that her breasts are a byproduct of fat. <br /><br />Teenaged girls can be brutal to each other.<br /><br />Later, in the final shot, Naissance des pieuvres suggests that Marie has a double, too, and this symbiosis among water lilies has the potential to turn parasitic in the near-future, if it not already has. Teenaged girls can be brutal to each other in a way that no boy could match.",positive
1650737715.254237,32,male,movies,"WARNING: SPOILERS Dear Roger,<br /><br />During your distinguished career, you've made a wide range of entertainment, some good, some notsogood. Night of the Blood Beast falls in the latter category. It's not as unredeemingly awful as say, The Phantom From 10,000 Leagues or, maybe, The Dunwich Horror. Nonetheless, one of my greatest criticisms of this movie is that I could have made it for you faster, better and cheaper.<br /><br />Let's start with the foreward and titles. Roger, the rocket sequences look like something from Disney's Man Into Space, not as good, of course. The futuristic rocketship looks like nothing in contemporary 1958. Why didn't you just use a Vanguard, Atlas, or even a Viking launch? Better still, why not dispense entirely with the launch and start with a shot of space and the capsule floating in it? That's what I would have done for you, Roger. Second, why have the spaceship crash upon reentry? Even a middle school physics student could have told you, your astronaut would have arrived on earth extra crispy and largely deboned. I would have shown your astronaut becoming possessed by the monster (maybe by using that great negative/positive stuff you used in War of the Satellites), losing contact with earth and landing in the wilderness. That would also explain how you blood beast could impregnate your astronaut during the tremendous heat of reentry, but still be destroyed by fire. Even with these stupidities. The first half of your movie is pretty good. Had you spent some money on decent music, it would have been as good as a mediocre episode of Outer Limits. But, once again, your writer describes Ed Nelson as the designer of the landing system, then gives him some stupid dialogue regarding magnetism. The biggest problem with the second half of Night of the Blood Beast is Michael Emmet. He's terrible as the doomed astronaut. You should have fired him on the spot and replaced him with Ed Nelson. You could have combined Nelson's responsibilities with those of John Dunlap and saved yourself the cost of one actor. I don't know if you actually PAID any of these people; but, at least you would saved the cost of catering three meals a day. I'd had also ditched the scorched parrot costume and spent the extra money using makeup to have the astronaut turn into the blood beast. Maybe that was a little too close to The Creeping Unknown for you, but it would have helped the pace of the second half immensely. if you are going to have a blood beast, wouldn't it be a good idea to show a little blood? Yeah, I know the title comes from the embryos in the astronaut's blood, but Kowalski could've done a LOT better job for you if he poured a little chocolate syrup around. After all, it LOOKS like blood in black and white. What've that cost you, maybe two bucks? I'd have also used some closeups. For some reason insipid dialogue and bad acting don't seem quite so bad in closeups. Look at almost 70s TV series and you'll see what I mean. Oh, in closing, Roger, a note to your writer. You can't use a fluoroscope to show some poor schmuck full of alien embryos when you DON'T HAVE ANY ELECTRICITY. Remember, you fried the generator in the first reel? Oh,and I almost forgot. Roger, couldn't you afford a fake knife? You know, the kind where the blade goes into the handle. I had one of those when I was 9, which also happens to be the year Night of the Blood Beast was made.It cost, maybe, another two bucks. I think I knew enough then to make you a better movie. I KNOW I know enough now to do so. So, Roger, if you decide to remake Night of the Blood Beast, or if you are looking for a writer/director to work with you on SOME OTHER PROJECT, I'm your man. I'll work cheap, 'cause I'd really like to make a movie for you, Roger.<br /><br />I give Night of the Blood Beast a 3. SPECIAL NOTE: If you like to watch kitschy movies like Night of the Blood Beast, the DVD I bought for $3.99 was very good quality. You can also get Night of the Blood Beast along with a lot of other terrible horror/scifi movies at places like Bestbuy for about $6.",negative
1650738203.38983,39,male,movies,"That is quite an outdated movie which aims to showcase the youth's yearning for freedom in some dehumanizing British school. Oh yes it's like in the army, you learn to obey and do what you're asked to. Yes the young dream of something else but it breaks their dreams and sweeps away their optimism on the threshold of life. Great.<br /><br />Basically that's how you could sum up the nice intentions in If... Nice intentions that arouses no cinematographic challenges: the result is a declamatory movie. Do you see how boring I mean?<br /><br />At least that oldie helped Kubrick cast McDowell in A Clockwork Orange, a movie with a truly powerful social satire and no self-indulgent sentimentalism.",negative
1650738691.525423,44,male,movies,The first review I saw of Page 3 said what is madhur bhandarkar finally wants to say?. Should he say something so decisive.<br /><br />The most beautiful thing about Page 3 is it doesn't take sides. No propaganda whatsoever. This is the film that captures so many angles of an issue(I don't know what do I call as an issue here) and yet like any mediocre movie doesn't come up with an solution. I was so intrigued when I realized that the movie ended almost in the same scenario just like it started.<br /><br />The movie defines so many characters who are completely with completely different priorities and different ideologies and yet they are all a part of the system which is all the more apathetic. I wish i can say more but there would be more spoilers ahead. So watch Page 3 if you wanna see one of the most mature films of the recent times.,positive
1650739179.661016,22,male,movies,"I am not going to lie, this is a great movie. I saw it about 4 months ago at my local theatre. I saw it a second time, and I was somewhat bored in the slow scenes. Sid (the sloth) is not all that flattering, but Diego (a mountain lion, I think) is really good in the movie. The animation is outstanding, and the story has a touching ending. It is worth taking kids 10 and under to, but teens would probably find it a tad bit boring. Also, the uniqueness in the characters is so interesting. Like I said, it is a pretty good movie, but I would rate Toy Story 2 or Shrek higher. 8/10",positive
1650739667.79661,38,male,movies,"I agree with Jessica, this movie is pretty bad. I'm surprised anyone took it seriously. Characters are one-dimensional, even the good guys and especially the bad guys. The only merit here is that it's so lame it's funny. Actually for me, there is the added benefit that it was shot in a state park not far from where I live, so seeing some local sights on the big screen is a hoot.<br /><br />The lead character is a off-duty cop, and makes a big point of lecturing a good guy that vigilante justice is not just a bad idea, it's against the law. Imagine how long that lasts ...<br /><br />Most of the movie's Northern California characters are blown-dried Hollywood cheese-balls, looking like they've never actually been in a fight. The story line is totally predictable. This film is ripe for a MST-3K lampooning. CAMP value only. I'm pretty forgiving of films in general, but seeing the old positive reviews I had to speak up. This is a dog. I give it a 3 out of 10, and then only for laughs.",negative
1650740155.932203,21,male,movies,"I happened to spot this flick on the shelf under new releases and found the idea of a hip-hop zombie flick far too interesting to pass up. That's how it was billed on the box, anyhow, and I thought to myself, What a great idea! Plus there's a Welcome to Oakland sign on the cover, too. How could I resist? Unfortunately, the hip-hop part only lasted for as long as the opening theme. Neither hip-hop music nor hip-hop culture had much of a role in the movie. Having lived in Oakland myself, I know that there are many aspiring hip-hop artists there, so the low budget of this flick was no excuse not to have a fitting soundtrack. Any number of struggling artists would have jumped on the opportunity to contribute to this flick. Why the Quiroz Brothers didn't take advantage of this is beyond me.<br /><br />Once the film got rolling, it was a completely typical zombie movie with a cast that just so happened to be completely black and Latino. You might think that this would put an unusual slant on the movie... but it didn't. Somehow, the Quiroz Brothers vision of urban culture boils down to drive-by shootings and dropping an F-bomb in every line in the movie. The rapid-fire use of the word fuck is probably this movie's most distinguishing characteristics; there were single lines that contained the word three or four times, and no line didn't contain it at least once. I'm not at all squeamish about swearing in a movie, but the feeling here was that it was the result of a lack of ideas on the part of the writers (also the Quiroz Brothers), and the script was generally very poor.<br /><br />The film was generally a disappointment. It would have been interesting to see a genuinely urban culture zombie flick, but Hood of the Living Dead doesn't deliver on that count. The characters in the movie could just as easily have been white or eskimo or anything else. There was no distinct flavor to the movie. It's just another run-of-the-mill low budget flick with bad acting, lousy writing, amateurish direction, bland cinematography, a cheap soundtrack, and nothing at all to recommend it.",negative
1650740644.067796,44,female,movies,"This movie got off to an interesting start. Down the road however, the story gets convoluted with a poor illustration of ancient black magic rituals. The male lead was very good , even though he gets the worst end of the stick in the climax. In comparison, this is Boomerang meets Extremities.<br /><br />",negative
1650741132.203389,84,male,movies,"The remarkable, sometimes infuriating, often brilliant films of John Cassavetes occupy a unique position in American cinema Low-budget, partly improvised, inspired by cinéma verité documentary, and related to underground film, they have nevertheless frequently managed to reach a wide and profoundly appreciative audience <br /><br />After drama studies, the young Cassavetes quickly made his name as an unusually unrefined, intense actor, often appearing in films about disaffected, rebellious youth such as Crime in the Streets and Edge of the City. <br /><br />Setting up an actors' workshop, he worked to transform an improvisational experiment into his feature debut The result, Shadows, taking three years to complete and partly financed by his performances in TV's Johnny Staccato, was a breakthrough in American cinema About the effect of racism on an already fraught relationship between two black men and their sister, two of whom pass for white, the film is impressive for its irregular, seemingly formless style and naturalistic performances Plot was minimal, mood and emotional apparent truth were everything",positive
1650741620.338983,41,male,movies,"After I saw La Pianiste several years ago, I said to myself that I would never see it again, so powerful and disturbing it was. Time went on but I could not get the movie and its main character, Erika Kahut out of my mind. The story of a respected Piano teacher in Vienna Conservatory, cool and collected on the surface, an expert in classical music, with the inner world so dark and disturbing with the demons of fear, self-loathing and self destruction strong enough to ruin her demanded more than one viewing. I read the book The Piano Teacher by Elfriede Jelinek, the controversial Nobel Prize winner in literature that the film is based on and after reading it I saw the film again. Second time, all pieces of puzzle came to the right places. Not very often an outstanding harrowing book is transferred to the screen with such brilliancy as Le Pianiste. Three actors gave outstanding performances. Franz Schubert's Piano music, soaked in the morbid humanity, is another bright star of the movie.<br /><br />I only have one problem with Haneke's vision. There is a scene in the film where Haneke made some changes to Erika's character comparing to the novel. In the book, the furthest she went to reveal herself to Walter, the young student in the conservatory who became attracted to her, was in a letter. As soon as he realized what he was dealing with and showed to her how much he was repulsed by that, she had stopped communicating with him. Erika of the book would never chase Walter to throw herself to him. She kept everything inside - she did not like to act, she was not a chaser - she loved to watch. The big scene during the hockey game was not necessary. It tried to make Erika sympathetic (and of course, Huppert was heartbreaking) but it took the mystery that surrounded her - Jelinek did not write that scene, it sounded and looked false in otherwise excellent film.",positive
1650742108.474576,57,female,movies,"Ah, McBain The character name is immortalized and forever ridiculed by The Simpsons but it will also always  to me personally, at least  remain the name and title of a tremendously entertaining and outrageously violent early 90's action flick; directed by the cool dude who brought us The Exterminator and starring two of the most ultimately badass B-movie heroes Christopher Walken and Michael Ironside (the latter with a cute little macho ponytail). I guess McBain will largely have to be labeled as a guilty pleasure, because there's no way I can convince anyone this is an intellectual motion picture. The film is unimaginably preposterous (most action heroes take on a small gangster posse  McBain takes on an entire country) and yet takes itself way too seriously. The script is a non-stop and incoherent spitfire of clichéd situations, nonsensical twists, compulsory sentimental interludes, grotesquely staged action sequences and utterly implausible character drawings. It's a totally delirious movie; I loved it. <br /><br />Vietnam POW McBain's life is saved by fellow soldier Roberto Santos on the very last day of the war. They each keep half a dollar note as a symbol that McBain is in Santos' debt. Eighteen years later, Santos is a spirited rebel leading the revolution against the corrupt president of his home country Columbia. Santos initial attempt to take over the power fails and he's publicly executed on El Presidente's balcony. His sister travels to New York with the dollar note and turns to McBain for financial assistance and manpower. McBain and his former Vietnam buddies, who all coincidentally happen to be fed up with the injustice in this world, charter themselves a miserable little plane and fly to Columbia to open a gigantic can of whoop-ass. <br /><br />Okay, let's not fool each other here. The fact you're reading a user- comment on McBain already indicates that you have some sort of interest for low-budget B-movie action. One of my fellow reviewers spent quite some time composing a list containing all the main stupidities and insensible moments of McBain. This list is totally accurate and I can only concur with it. Heck, I could even add some more senseless sequences to that list (like the preposterous and needless heroic self- sacrifice of a soldier who doesn't even have any affinity with the goal of the mission and the rest of McBain's squad), but what's the point? You definitely know not to expect a 100% coherent and plausible masterpiece. We know from beforehand this will be a silly and exaggeratedly flamboyant movie, and it's maybe even the exact reason why we want to check it out! This is a terrifically outrageous and exciting movie about a bunch of former Vietnam buddies turning into mercenaries and declaring war against the corrupt Columbian president and the national drug cartel. Please don't expect another Apocalypse Now. This particular motion picture relies on the ruff 'n tuff acting performances of the macho leads, a whole lot of explosions and gunfights and  last but not least  a fantastic soundtrack in which Joan Baez sings a cover of Brothers in Arms.",positive
1650742596.610169,53,male,movies,"I love the other reviews of this movie. They mirror my attitude. I am a 70's sort of guy, minus disco and Star Wars childishness. There was nothing great about this movie, except for a chase scene. That is why it was good, because it was tough, basic and economical. Roy Scheider carried the movie, which was based on the crew, the 7 Ups, that backed up Gene Hackman in the French Connection. The people in it were believable and average, who burned themselves pouring coffee, showed fear in chase scene and almost lost it after a close call crash.<br /><br />Maybe it would be easier to tell you what it lacked. There was no fancy weapons, just basic revolvers and crude sawed off shotguns. There was no tough guy philosophizing, ala Tarantino. There was no kung fu or samurai nonsense and no fancy trick shooting either. There was no clever guy who carries out some complicated scheme based on hundreds of things going just the way he planned including everyone else's reactions. The criminals were bad guys but they didn't shoot people for the hell of it. As a matter of fact, there was a body count of just three. something that the average movie these days would pass in the opening credits. It could be a G movie today! No bus load of orphan school children were kidnapped nor were terrorists threatening to kill half of the city. There were no high tech hijinks, nor were the crimes themselves very moving or ingenious, the highest tech thing I saw was a touch tone ATT wall phone. It had no subplots or amusing character developments. Also, no sex or women, except for one mobster's wife who did some screaming as the Buddy our hero had her menaced.<br /><br />It was some little undertaker who exploited his connections with the local mob and the police to kidnap local mobsters for some easy payoffs. The undertakers. Vito, was played by Tony Lo Bianco who did a great job, as good as Roy Schneider, Buddy the head of 7 Ups cop, whom he informed and exploited. What ever happened to Tony Lo Bianco, he seemed like a Pacino shoe in, good looking and talented? What it did have was a great NYC backdrop to a simple crime story. Locations that were bleak and dehumanizing without being a sociological study. It had a simple plot that involved this kidnapping scheme where one of Buddy's cop got accidentally involved, literally accidentally dragged in then accidentally shot dead. Since Buddy and his 7 ups are a hot dogs unit, both the NYPD Brass and mobsters thought he was involved, since the kidnappers masqueraded as plain clothes cops to lure the mobsters into compliance. Obviously the mobsters figured they had lawyers and rights to protect them from normal police. Even the mobsters were plain, old and ugly, no Godfather royalty or Soprano hipness here.<br /><br />It is a good basic movie with a standout chase scene between two 70's d Pontiacs. Even the cars were plain and economical, not even a GTO or a Trans Am, like the acting and the story. In the days of Batman uber-hype or 24 levels of intensity doomsday scenarios, this movie reminds us that less is better. It should be shown to movie screen writers and directors as a caveat not to dazzle, amuse then ultimately insult us with stunts, gadgets and clown psychotic behavior galore.",positive
1650743084.745762,24,male,movies,"THIS IS NOT A CHILDREN'S MOVIE!!!<br /><br />This movie is like a bad acid trip for kids under the age of 5. For a month my 4 year old from time-to-time would ask me Why was that rabbit bleeding from its mouth or Why did the bulldozer bury all the rabbits?. (And that wasn't the worst of it). We stopped it about a 1/2 hour in but the damage had been done. Intensely morbid, oppressive, violent. Fortunately he's finally forgotten about the whole wretched thing. Whomever decided this movie should be marketed to children should be brought up on charges. ... (Go ahead censure me, my conscience is clear.).",negative
1650743572.881355,48,female,movies,"In this episode, Locke and Eko go searching for the ? symbol that we saw during the lock-down on a previous episode. Michael, having shot Ana Lucia and Libby, struggles with his actions as Libby inches closer to death.<br /><br />The most interesting thing about this episode (I think). Is during the commercial break. Locke and Eko find a hatch under the plane that killed Boone in season one, and a new training video ends with Copyright, The Hanso Foundation, 1989 In a following commercial break, a rather bizarre and nondescript commercial advertises The Hanso Foundation (a planted commercial), and the website advertised (www.sublymonal.com) leads the visitor through a world of information about life on the outside of LOST's storyline. A must see for all fans!",positive
1650744061.016949,35,male,movies,Ned aKelly is such an important story to Australians but this movie is awful. It's an Australian story yet it seems like it was set in America. Also Ned was an Australian yet he has an Irish accent...it is the worst film I have seen in a long time,negative
1650744549.152542,43,male,movies,"I was so disturbed by the real footage at the beginning of the film that I felt sick to my stomach and ended up shutting the movie off. How any can give this film more than a rating of 1 baffles me. I know that the intent of the movie is to shock, but showing actual footage of a dog that had been skinned alive (holding back vomit as I type) - PLEASE! I shut it off after the scene with the decomposing baby. I had had my eyes covered most of the time up to that point. No wonder this movie was found at the bargain bin in HMV. I really have no desire to see any other movie by this Uwe person. Anyone who enjoyed this needs therapy. Period.",negative
1650745037.288135,48,female,movies,"And yet another run of South Park comes to an end. This wasn't as strong an episode as I'd hoped for, but Night of the Living Homeless was a stronger finisher then Stanley's Cup, Tsst, Bloody Mary, or Erection Day. It still can't hold a candle to Woodland Critter Christmas and Goobacks, but few episodes can.<br /><br />Night of the Living Homeless is a spoof of the zombie genre, done in a way only South Park would think of. Instead of flesh eating zombies, the entities are homeless that request change and seem to survive off of it.<br /><br />Randy and other residents are locked in the Community Center, though this time on the roof, where they can survey the scene. A particularly funny moment is when one member finds out his home is gone, and becomes homeless, leaving Randy no choice but to shoot him.<br /><br />Meanwhile, the four boys set out to solve the problem, with the whole story behind the homeless takeover trying to convey a message, but being seriously uninspired. South Park is at it's best a lot of the times when it is being ridiculous. Matt and Trey played it safe this week, and didn't really critique the homeless problem, just lampooned it.<br /><br />The shock moment of the episode comes when a scientist shoots himself in an attempt to avoid the homeless. This is the first time a suicide on South Park goes wrong, and we watch the poor man miss his brain and then attempt to shoot himself many times while he painfully dies. Another inspired South Park moment.<br /><br />Overall, the episode was funny, but it was kept from being great by withholding any real commentary on the homeless and sticking straight with the zombie shtick. The ending is somewhat funny, but nothing new.<br /><br />Now we must wait until October for the next batch of episodes. It's a long haul, but South Park must be applauded for it's run. The show seemed to be running out of steam last season, but now it's back in full form.",positive
1650745525.423728,32,male,movies,"This version of David Copperfield is dreadful from start to finish. I knew we were in for a wasted evening's viewing when a rather silly to the point of embarrassment Attenborough and Olivier camp it up as two baddies. It was all downhill after this. Aunt Betsy was adequate but had none of the eccentric flair she was noted for.The worst of the worst was the producer's choice for Uriah. This was the music hall version of this character, previously and admirably played by Roland Young. And what was all this self-absorbed Angst from David. Dickens must have rolled over in his grave to see his favorite child turned into a wimp weeping in his beer.<br /><br />This was one time when Hollywood knew more than jolly old England.",negative
1650746013.559322,58,male,movies,"In a world full of films -- like You Got Served -- that blow your mind with its vast amounts of errors, you'd never figure that there would be worse films... until now. Ron Hall's Vampire Assassins does more than cheese you off. It KNOWS that you are mad at it. First: there are no assassins in this movie. In fact, there's only one good guy fighting in the whole movie. Second: The location... is basically one location: some jackass's house (or basement. It's up to you.). Third: The special effects (bluntly stated) can kiss my ass. Fourth: The acting beats Plan 9 from Outer Space in the worst-acting-ever category. Ron Hall can't act to save his life. Finally (and definitely not the smallest problem): THE EDITING. The person who edited this film better hope that I never find him. The cuts and shots are HORRENDOUS!!!! Other issues: Lighting (virtually none), the fact that the guy on the cover isn't even in the movie, and the fact that this film exists.<br /><br />To sum this film up, let us just say that I tortured the DVD copy before taking it back to Hollywood Video (don't worry! I used the MVP membership, so it was free!). NEVER SEE THIS FILM!!!!",negative
1650746501.694915,55,male,movies,"American icon Henry Fonda portrays Elegant John Howard, an aging trucker who has had his beloved big rig Eleanor repossessed after a lengthy hospital stay has forced him to miss his payments. Deciding that he would like to make just one more perfect run, he breaks out of the hospital, steals back Eleanor, and hooks up with old friend Penelope Pearson (Eileen Brennan), who is in need of relocating her troupe of prostitutes.<br /><br />Fondas' wonderful performance is a natural anchor for a film that tugs at the heartstrings as effectively as it tickles the funny bone in the more comedic scenes. A superb cast including Robert Englund, as a reluctant young sidekick, Susan Sarandon (who also gets co-producer credit), and Dub Taylor (a delightful ham, as always, in the most blatantly comedic portion of the picture) helps immeasurably.<br /><br />The ultimately life-affirming nature of the picture and the poignancy of the journey carry incredible weight; this is a picture, that provided you get into it, you can remember long after it's over.<br /><br />The promise of the open road is vividly displayed here; the countryside just looks beautiful. Set to Craig Safans' wonderful music score, it's a remarkable picture in terms of aesthetics.<br /><br />It loses a little something in its final act (the characters played by John Byner and Austin Pendleton are little more than intrusions), but it still maintains its good vibes thanks to the appeal of its central characters.<br /><br />Not at all the exploitation / drive-in schlock picture one might expect from the title (especially its alternate title, The Great Smokey Roadblock), it's a rewarding movie experience that I can recommend without qualms.<br /><br />9/10",positive
1650746989.830508,24,female,movies,"I like Chris Rock, but I feel he is wasted in this film. The idea of remaking Heaven Can Wait is fine, but the filmmakers followed the plot of that turkey too closely. When Eddie Murphy remade Dr. Doolittle and The Nutty Professor, he re-did them totally -- so they became Murphy films/vehicles, not just tepid remakes. That's why they were successful. If Chris had done the same, this could have been a much better film. The few laughs that come are when he is doing his standup routine -- so he might as well have done a concert film. It also would have been much funnier if the white man whose body he inhabits was a truck driver or hillbilly. So why does Hollywood keep making junk like this? Because people go to see it -- because they like Chris Rock. So give Chris a decent script and give us better movies! Don't remake films that weren't that good in the first place!",negative
1650747477.966101,27,male,movies,"As a writer and a lapsed Orthodox Jewish woman, I was let down tremendously by this movie. The dialogue is hackneyed and wasteful, the characters, too engaged with lines ranging from the wrackingly prosaic to the stunningly melodramatic, aren't allowed to expand into genuinely textured individuals. The one-trick musical score tries to make up for the blandness, swooping portentously into the silence to jar the viewer and the script out of protracted catatonia.<br /><br />Like an adolescent revolutionary on a self-righteous tirade, this film is blown away by the wisdom of its revelation--patriarchy is wrong--and thoroughly squanders its energies, hammering on this point. The resultant artistic crime is a complete lack of imaginative development; the moral crime is the reduction of human beings to caricatures: martyrs and grotesques.",negative
1650747966.101694,50,female,movies,"Unfortunately, this movie does no credit whatsoever to the original. Nicholas Cage, fairly wooden as far as actors go, imbues the screen with a range of skill from, non-plussed to over the top. The supporting cast is no better.<br /><br />The plot stays much the same as the original in terms of scene progression but is far worse. Not enough detail is given to allow the audience to by into what is being sold. It turns out it's just a bill of poor goods. Disbelief cannot be suspended, nor can a befit of a doubt be given. The only saving aspect of this film is that it is highly visual, as the medium requires, and whomever scouted the location should be commended.<br /><br />There was much laughter in the audience and multiple boos, literally, at the end.<br /><br />Disappointed! Wait for the original to come on television, pour a whiskey and enjoy.",negative
1650748454.237288,25,male,movies,"I had already heard of Ali G in Madonna's music video Music. I always think he's funny. (In fact, he really is.) Just last year I always thought of buying a VCD of Ali G Indahouse. That's why some months later, I bought it cheap and I started watching it.<br /><br />But the movie surprised me. My older brother and I were expecting it to be a great laugh-out comedy. It turns out that Indahouse is just a stupid piece of garbage. It was really really bad. It also contains explicit sexuality content and very crude humor. It also didn't made me laugh, even just a big smile. We definitely hate that movie. Oh by the way, I have plans to sell it.<br /><br />Ali G was really different in his movie compared to his TV shows-- in such a negative way. Maybe he wasn't really well-focused and enough serious to make this flick. Just because there's some sex scenes in it doesn't mean it's freaking hilarious (because sometimes, too much isn't that laughable anymore). For the first time ever, I was disappointed at him. That really made me sad rather and happy.<br /><br />I gave this movie 1 over 10. Actually, I really want to give it a 0 rating. It's one of the worst movies I've seen in my entire life. I wouldn't recommend to anyone who wanna watch good comedies that aren't too explicit or horrible.",negative
1650748942.372881,53,female,movies,"I saw this movie on TV and loved it! I am a real disaster film fan, and this one was great. The cast was made of some really interesting people. Connie Selleca is always great. And William Devane is in a league of his own. He can play both comedy and thriller in the same movie like few others can. The story line is great too. The thought of being able to follow a time line of what will happen, and to use this time line to prevent a global disaster is an interesting idea. And this movie brings it out in such a way that is almost totally believable.",positive
1650749430.508474,85,female,movies,"I thought this was a really great movie especially since it was jut filler for me. I was bored, I got it from the library and I really enjoyed myself! I've watched it twice in the two days and the more I watch it the more I like it.I thought that the plot was going to be really corny but in the end it really could be said that it would be true. I liked the main characters and I thought that they were well cast and you could see true friendship. I thought they all did an excellent job. The ending was good.And you really hate the bad guys and you really like the good guys. Which is what a movie is supposed to be like.",positive
1650749918.644067,58,female,movies,"this movie isn't that great...at all but it's good when you want to just laugh, because it's pretty ridiculous :) there are a lot of mistakes in it and it's cheesy. i got this movie for Christmas like 5 years ago but for some reason i've never given it away. i guess i just like it for a rainy day even though i only watch it like once a year. This is a very 90's movie so it's really funny to see how everyone dresses and acts. this movie is good for someone young...although come to think of it, i didn't even like it much when i was like 12 but that's just my personal opinion. the movie was really predictable. i wish it had had some extra weird twists but i guess it was trying to be an appropriate movie for everyone to enjoy. i think it was appropriate for the whole family but Hallie's dress was a bit unmodest but certainly appropriate enough for family material.",negative
1650750406.779661,24,female,movies,"A giant praying mantis is awakened from its sleep in the artic region and heads south causing havoc. Boats, planes and trains meet their match with the flying creature. Before unleashing its full wrath on NYC, the mantis meets its doom at the hands of the armed forces in a New York tunnel. The special effects are of course crude by todays standards, but for a ten year old boy in 1957 this was very memorable.<br /><br />Starring are William Hopper, Craig Stevens, Alix Talton and Pat Conway.",negative
1650750894.915254,43,female,movies,"One of my favorite movies, with a very nostalgic ending. The movie is about the Sullivan family, obviously Michael Sullivan (the father) is one of the main members of the mafia, the killer to say it this way, and an expert one. One of the kids wants to know the work of his father (a terrible mistake), so he hides on his father's car and well, he sees Tom Hanks in action to say it this way.<br /><br />Mafia doesn't rules, in Mafia nobody wins, when they want you out, they take you out. Of course you can see anyone who works at the mafia with a giant house, the best car in the world, whatever you like, but make a wrong work, or make something your boss doesn't want, and you're fired, and killed.<br /><br />You can see what I mean in the movie, Sullivan Jr. sees something he didn't had to see, and well, almost all his family gets killed for that wrong thing his son did. The movie is really entertaining, you see how the Sullivan's live after being chased by the mafia, or kinda of that.<br /><br />This movie is kinda of sad, shows us about revenge, those dirty works people do, almost everything you like. Hopefully the guy is reading this comment doesn't works for the mafia, and if you work at the mafia make yourself a favor and get the hell out of the country before you get killed by your boss and their workers.<br /><br />This movie receives: 10/10",positive
1650751383.050847,36,male,movies,"Just a comment on New Orleans accents...<br /><br />An earlier reviewer noted the following: This film, could have been shot in New York, or another Northern big city because it presents us with characters that speak more like broklynese than maybe a Southern accent one might hear in that part of the country. There was also another comment along these lines from an English reviewer.<br /><br />Many people in New Orleans do, in fact, sound broklynese. I have never found out why. (It's mentioned in A Confederacy of Dunces by John Kennedy Toole.) I always appreciate movies taking place in New Orleans that include this detail, as this one did. Too often it's just the Hollywood version of the standard Southern accent.",positive
